drug_name,nafdac_number,manufacturer,batch_number,barcode,label,note
DEMO Metronidazole 400mg,A11-3461,Demo Life Sciences Ltd,B68401,8005244237003,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxicillin 500mg,A11-3457,Demo Pharma Nigeria Ltd,B34585,3811490309818,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetamol 500mg,04-3300,Demo Pharma Nigeria Ltd,12,6994895982107,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Zinc 20mg,A11-7478,Demo Life Sciences Ltd,B85649,6076646370325,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,A11-7171,Example Healthcare Ltd,B45122,4850324284266,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,04-6016,Sample Health Nigeria Ltd,B66958,6649768862117,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetamol 500mg,A11-3950,Demo Life Sciences Ltd,B75063,5904846456205,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,04-4723,Sample Health Nigeria Ltd,B-XYZ,5283211911917,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO @@@ 500mg,A11-7845,Example Healthcare Ltd,B36127,4958679705324,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Vitamin C 100mg,A11-6472,Example Healthcare Ltd,,6784527832119,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Zinc 20mg,A11-1659,Sample Health Nigeria Ltd,???,7590872039637,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Cetirizine 10mg,A11-4991,Sample Remedies Ltd,B55572,4300687890369,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Cetirizine 10mg,04-7355,Example Healthcare Ltd,B29789,8238626792889,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,A11-4093,Demo Pharma Nigeria Ltd,B11431,12345,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Zinc 20mg,A11-6580,Demo Life Sciences Ltd,B39170,6074253082158,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Metronidazole 400mg,A4-81853,Sample Remedies Ltd,B22602,2833204141721,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetamol 500mg,A11-9575,Demo Life Sciences Ltd,B99912,4710796541714,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxicillin 500mg,A4-71575,Demo Pharma Nigeria Ltd,B83445,999999999999999,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Vitamin C 100mg,FAKE-0001,Example Healthcare Ltd,B97698,1353874447299,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Ibuprofen 200mg,A4-52069,Sample Health Nigeria Ltd,B47940,000000000000,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Cetirizine 10mg,A11-4600,Sample Health Nigeria Ltd,B93214,6580728159878,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,A11-12X,Demo Pharma Nigeria Ltd,B59113,2290150631885,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Metronidazole 400mg,A11-12X,Example Healthcare Ltd,B57730,4369310502647,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Vitamin C 100mg,A4-3965,Sample Health Nigeria Ltd,B57472,8378966096376,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,A11-3743,Example Laboratories Ltd,B87888,4477365426381,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,A4-49436,Demo Life Sciences Ltd,B92864,6944150307793,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxicillin 500mg,A1--77,Sample Health Nigeria Ltd,B88014,4114007805141,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Artemether 20mg,A4-10424,Demo Life Sciences Ltd,B32407,8457830631342,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,04-1324,Demo Life Sciences Ltd,B57828,6274984455228,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Cetirizine 10mg,A4-50271,Sample Remedies Ltd,B16255,999999999999999,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Paracetamol 500mg,A11-6474,Sample Remedies Ltd,B16573,2670919260556,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,04-8801,Example Healthcare Ltd,B29180,2887845945520,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,04-7757,Sample Health Nigeria Ltd,12,4828803668503,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Paracetamol 500mg,04-1953,Demo Pharma Nigeria Ltd,,9901701415379,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Amoxcillin 500mg,A11-9386,Sample Remedies Ltd,B38397,2167552962144,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Artemether 20mg,A4-7895,Demo Pharma Nigeria Ltd,B48098,2423510772868,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxicillin 500mg,04-2772,Demo Life Sciences Ltd,B95845,2304842798774,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Cetirizine 10mg,A11-7183,Demo Pharma Nigeria Ltd,B66316,1492966966513,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,A11-6230,Sample Health Nigeria Ltd,B68662,1786058335645,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxicillin 500mg,A4-14281,Example Healthcare Ltd,B10806,1646513827602,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,A4-72268,Demo Pharma Nigeria Ltd,,9966385566451,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Ibuprofen 200mg,A11-8619,Example Healthcare Ltd,B10667,1127139174188,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,A4-94559,Example Laboratories Ltd,B40569,999999999999999,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Vitamin C 100mg,A4-79947,Example Healthcare Ltd,B37121,2657252954342,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxicillin 500mg,04-2551,Sample Remedies Ltd,B24541,6510010393377,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxicillin 500mg,A11-6835,Sample Health Nigeria Ltd,B59518,6086333014262,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetomol 500mg,A11-9821,Example Laboratories Ltd,B50749,1789640047743,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO @@@ 500mg,A4-65543,Example Healthcare Ltd,B48188,8168199834551,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Metronidazole 400mg,A11-4195,Demo Life Sciences Ltd,B53202,9146676910301,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,A4-65997,Demo Life Sciences Ltd,B29002,2116178337788,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO @@@ 500mg,A4-52129,Example Laboratories Ltd,B86214,4409583012757,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Metronidazole 400mg,04-6946,Demo Pharma Nigeria Ltd,B70507,5325039017189,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxicillin 500mg,04-2627,Sample Remedies Ltd,B33856,000000000000,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Amoxicillin 500mg,A11-3637,Demo Life Sciences Ltd,B54178,ABC123456789,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Zinc 20mg,04-7775,Demo Pharma Nigeria Ltd,,8200702622722,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Vitamin C 100mg,A11-7634,Demo Life Sciences Ltd,B28762,8102278358819,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Metronidazole 400mg,A4-65064,Example Laboratories Ltd,B91907,2629088656031,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Cetirizine 10mg,A11-4935,Sample Remedies Ltd,B99952,1261644527519,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Metronidazole 400mg,A11-4324,Sample Remedies Ltd,B61658,2406171157845,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Artemether 20mg,04-8923,Example Healthcare Ltd,B36424,3786868270244,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,04-2603,Example Healthcare Ltd,B58534,6553206191444,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,04-2361,Demo Pharma Nigeria Ltd,B77109,8523289728250,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxicillin 500mg,04-5615,Example Healthcare Ltd,B39088,999999999999999,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Vitamin C 100mg,A4-32042,Example Healthcare Ltd,B63020,6037505611998,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,04-5403,Example Laboratories Ltd,B-XYZ,7408009241487,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Artemether 20mg,04-4056,Example Healthcare Ltd,B65612,7937292536490,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxcillin 500mg,A11-5692,Example Healthcare Ltd,B34108,6305556973630,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Metronidazole 400mg,04-4801,Sample Health Nigeria Ltd,B59367,8983351182974,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,A4-80043,Demo Life Sciences Ltd,B23730,5668935248946,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Cetirizine 10mg,04-2273,Sample Health Nigeria Ltd,B67413,6641346125172,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Cetirizine 10mg,A11-8702,Demo Pharma Nigeria Ltd,B55836,1183316263159,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,04-8162,Example Laboratories Ltd,B25490,4514364907916,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetamol 500mg,A11-1281,Demo Pharma Nigeria Ltd,B44469,5269744404033,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetamol 500mg,A4-49619,Example Laboratories Ltd,B80737,4741103738009,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Cetirizine 10mg,A11-1056,Example Healthcare Ltd,B49421,5265860257261,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,A11-6984,Sample Health Nigeria Ltd,B13320,5058322725843,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Cetirizine 10mg,A11-6748,Demo Life Sciences Ltd,B35220,8740058482562,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetamol 500mg,A11-6752,Example Healthcare Ltd,B74174,4637390820519,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,A11-7427,Sample Health Nigeria Ltd,B96580,999999999999999,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Amoxicillin 500mg,04-9088,Demo Life Sciences Ltd,,9872678803979,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Metronidazole 400mg,A4-91960,Example Laboratories Ltd,B21464,7294813392900,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,A11-9528,Example Laboratories Ltd,B68698,2205240792881,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,A4-83751,Example Healthcare Ltd,B17269,7513105029171,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,04-2574,Example Healthcare Ltd,B,2057317173194,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Paracetamol 500mg,A11-6529,Example Laboratories Ltd,B28454,8256083398506,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetamol 500mg,04-5838,Example Laboratories Ltd,B92408,2710547979472,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,A11-5043,Example Laboratories Ltd,B28223,7293437281124,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Artemether 20mg,A4-8045,Demo Pharma Nigeria Ltd,,2669717706686,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Zinc 20mg,04-4009,Example Healthcare Ltd,B71606,2635566110307,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,A11-8991,Demo Pharma Nigeria Ltd,B84178,8854752325940,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxicillin 500mg,A11-5221,Sample Health Nigeria Ltd,12,3302025880824,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Vitamin C 100mg,A11-8261,Example Laboratories Ltd,B73655,2546824278081,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxcillin 500mg,04-2212,Sample Remedies Ltd,B58329,6897761650064,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Vitamin C 100mg,A11-1187,Demo Life Sciences Ltd,B,3370081228620,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Amoxicillin 500mg,A11-2680,Demo Life Sciences Ltd,B82017,4062323907033,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,04-6044,Demo Life Sciences Ltd,B11438,1635856441939,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,04-4912,Demo Life Sciences Ltd,???,3511088230726,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Cetirizine 10mg,04-5478,Example Laboratories Ltd,B93592,5606401500142,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,A4-13619,Demo Life Sciences Ltd,B81376,999999999999999,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Metronidazole 400mg,A11-9453,Sample Health Nigeria Ltd,B18347,1378597978477,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,04-4197,Sample Health Nigeria Ltd,B36019,7300091386606,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxicillin 500mg,A11-9135,Demo Life Sciences Ltd,B80338,9069462209326,genuine_like,Synthetic demonstration record with internally consistent formatting.
